"DateKey","Date","FullDate","DayOfMonth","DaySuffix","DayName","DayOfWeek","DayOfWeekInMonth","DayOfWeekInYear","DayOfQuarter","DayOfYear","WeekOfMonth","WeekOfQuarter","WeekOfYear","Month","MonthName","MonthOfQuarter","Quarter","QuarterName","Year","YearName","MonthYear","MMYYYY","FirstDayOfMonth","LastDayOfMonth","FirstDayOfQuarter","LastDayOfQuarter","FirstDayOfYear","LastDayOfYear","IsHoliday","IsWeekday","HolidayName","FiscalDayOfYear","FiscalWeekOfYear","FiscalMonth","FiscalQuarter","FiscalQuarterName","FiscalYear","FiscalYearName","FiscalMonthYear","FiscalMMYYYY","FiscalFirstDayOfMonth","FiscalLastDayOfMonth","FiscalFirstDayOfQuarter","FiscalLastDayOfQuarter","FiscalFirstDayOfYear","FiscalLastDayOfYear"
20121122,"2012-11-22 00:00:00","11/22/2012","22","22nd","Thursday","5","4","47","8","327","4","8","47","11","November","2","4","Fourth","2012","CY 2012","Nov-2012","112012","2012-11-01","2012-11-30","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121123,"2012-11-23 00:00:00","11/23/2012","23","23rd","Friday","6","4","47","8","328","4","8","47","11","November","2","4","Fourth","2012","CY 2012","Nov-2012","112012","2012-11-01","2012-11-30","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121124,"2012-11-24 00:00:00","11/24/2012","24","24th","Saturday","7","4","47","8","329","4","8","47","11","November","2","4","Fourth","2012","CY 2012","Nov-2012","112012","2012-11-01","2012-11-30","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121125,"2012-11-25 00:00:00","11/25/2012","25","25th","Sunday","1","4","48","8","330","5","8","48","11","November","2","4","Fourth","2012","CY 2012","Nov-2012","112012","2012-11-01","2012-11-30","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121126,"2012-11-26 00:00:00","11/26/2012","26","26th","Monday","2","4","48","9","331","5","9","48","11","November","2","4","Fourth","2012","CY 2012","Nov-2012","112012","2012-11-01","2012-11-30","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121127,"2012-11-27 00:00:00","11/27/2012","27","27th","Tuesday","3","4","48","9","332","5","9","48","11","November","2","4","Fourth","2012","CY 2012","Nov-2012","112012","2012-11-01","2012-11-30","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121128,"2012-11-28 00:00:00","11/28/2012","28","28th","Wednesday","4","4","48","9","333","5","9","48","11","November","2","4","Fourth","2012","CY 2012","Nov-2012","112012","2012-11-01","2012-11-30","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121129,"2012-11-29 00:00:00","11/29/2012","29","29th","Thursday","5","5","48","9","334","5","9","48","11","November","2","4","Fourth","2012","CY 2012","Nov-2012","112012","2012-11-01","2012-11-30","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121130,"2012-11-30 00:00:00","11/30/2012","30","30th","Friday","6","5","48","9","335","5","9","48","11","November","2","4","Fourth","2012","CY 2012","Nov-2012","112012","2012-11-01","2012-11-30","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121201,"2012-12-01 00:00:00","12/01/2012","1","1st","Saturday","7","1","48","9","336","1","9","48","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121202,"2012-12-02 00:00:00","12/02/2012","2","2nd","Sunday","1","1","49","9","337","2","9","49","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121203,"2012-12-03 00:00:00","12/03/2012","3","3rd","Monday","2","1","49","10","338","2","10","49","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121204,"2012-12-04 00:00:00","12/04/2012","4","4th","Tuesday","3","1","49","10","339","2","10","49","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121205,"2012-12-05 00:00:00","12/05/2012","5","5th","Wednesday","4","1","49","10","340","2","10","49","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121206,"2012-12-06 00:00:00","12/06/2012","6","6th","Thursday","5","1","49","10","341","2","10","49","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121207,"2012-12-07 00:00:00","12/07/2012","7","7th","Friday","6","1","49","10","342","2","10","49","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121208,"2012-12-08 00:00:00","12/08/2012","8","8th","Saturday","7","2","49","10","343","2","10","49","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121209,"2012-12-09 00:00:00","12/09/2012","9","9th","Sunday","1","2","50","10","344","3","10","50","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121210,"2012-12-10 00:00:00","12/10/2012","10","10th","Monday","2","2","50","11","345","3","11","50","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121211,"2012-12-11 00:00:00","12/11/2012","11","11th","Tuesday","3","2","50","11","346","3","11","50","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121212,"2012-12-12 00:00:00","12/12/2012","12","12th","Wednesday","4","2","50","11","347","3","11","50","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121213,"2012-12-13 00:00:00","12/13/2012","13","13th","Thursday","5","2","50","11","348","3","11","50","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121214,"2012-12-14 00:00:00","12/14/2012","14","14th","Friday","6","2","50","11","349","3","11","50","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121215,"2012-12-15 00:00:00","12/15/2012","15","15th","Saturday","7","3","50","11","350","3","11","50","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121216,"2012-12-16 00:00:00","12/16/2012","16","16th","Sunday","1","3","51","11","351","4","11","51","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121217,"2012-12-17 00:00:00","12/17/2012","17","17th","Monday","2","3","51","12","352","4","12","51","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121218,"2012-12-18 00:00:00","12/18/2012","18","18th","Tuesday","3","3","51","12","353","4","12","51","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121219,"2012-12-19 00:00:00","12/19/2012","19","19th","Wednesday","4","3","51","12","354","4","12","51","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121220,"2012-12-20 00:00:00","12/20/2012","20","20th","Thursday","5","3","51","12","355","4","12","51","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121221,"2012-12-21 00:00:00","12/21/2012","21","21st","Friday","6","3","51","12","356","4","12","51","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121222,"2012-12-22 00:00:00","12/22/2012","22","22nd","Saturday","7","4","51","12","357","4","12","51","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121223,"2012-12-23 00:00:00","12/23/2012","23","23rd","Sunday","1","4","52","12","358","5","12","52","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121224,"2012-12-24 00:00:00","12/24/2012","24","24th","Monday","2","4","52","13","359","5","13","52","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121225,"2012-12-25 00:00:00","12/25/2012","25","25th","Tuesday","3","4","52","13","360","5","13","52","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",True,True,"Christmas Day",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121226,"2012-12-26 00:00:00","12/26/2012","26","26th","Wednesday","4","4","52","13","361","5","13","52","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121227,"2012-12-27 00:00:00","12/27/2012","27","27th","Thursday","5","4","52","13","362","5","13","52","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121228,"2012-12-28 00:00:00","12/28/2012","28","28th","Friday","6","4","52","13","363","5","13","52","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121229,"2012-12-29 00:00:00","12/29/2012","29","29th","Saturday","7","5","52","13","364","5","13","52","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121230,"2012-12-30 00:00:00","12/30/2012","30","30th","Sunday","1","5","53","13","365","6","13","53","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20121231,"2012-12-31 00:00:00","12/31/2012","31","31st","Monday","2","5","53","14","366","6","14","53","12","December","3","4","Fourth","2012","CY 2012","Dec-2012","122012","2012-12-01","2012-12-31","2012-10-01","2012-12-31","2012-01-01","2012-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130101,"2013-01-01 00:00:00","01/01/2013","1","1st","Tuesday","3","1","1","1","1","1","1","1","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",True,True,"New Year's Day",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130102,"2013-01-02 00:00:00","01/02/2013","2","2nd","Wednesday","4","1","1","1","2","1","1","1","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130103,"2013-01-03 00:00:00","01/03/2013","3","3rd","Thursday","5","1","1","1","3","1","1","1","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130104,"2013-01-04 00:00:00","01/04/2013","4","4th","Friday","6","1","1","1","4","1","1","1","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130105,"2013-01-05 00:00:00","01/05/2013","5","5th","Saturday","7","1","1","1","5","1","1","1","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130106,"2013-01-06 00:00:00","01/06/2013","6","6th","Sunday","1","1","1","1","6","2","1","2","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130107,"2013-01-07 00:00:00","01/07/2013","7","7th","Monday","2","1","1","1","7","2","1","2","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130108,"2013-01-08 00:00:00","01/08/2013","8","8th","Tuesday","3","2","2","2","8","2","2","2","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130109,"2013-01-09 00:00:00","01/09/2013","9","9th","Wednesday","4","2","2","2","9","2","2","2","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130110,"2013-01-10 00:00:00","01/10/2013","10","10th","Thursday","5","2","2","2","10","2","2","2","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130111,"2013-01-11 00:00:00","01/11/2013","11","11th","Friday","6","2","2","2","11","2","2","2","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130112,"2013-01-12 00:00:00","01/12/2013","12","12th","Saturday","7","2","2","2","12","2","2","2","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130113,"2013-01-13 00:00:00","01/13/2013","13","13th","Sunday","1","2","2","2","13","3","2","3","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130114,"2013-01-14 00:00:00","01/14/2013","14","14th","Monday","2","2","2","2","14","3","2","3","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130115,"2013-01-15 00:00:00","01/15/2013","15","15th","Tuesday","3","3","3","3","15","3","3","3","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130116,"2013-01-16 00:00:00","01/16/2013","16","16th","Wednesday","4","3","3","3","16","3","3","3","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130117,"2013-01-17 00:00:00","01/17/2013","17","17th","Thursday","5","3","3","3","17","3","3","3","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130118,"2013-01-18 00:00:00","01/18/2013","18","18th","Friday","6","3","3","3","18","3","3","3","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130119,"2013-01-19 00:00:00","01/19/2013","19","19th","Saturday","7","3","3","3","19","3","3","3","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130120,"2013-01-20 00:00:00","01/20/2013","20","20th","Sunday","1","3","3","3","20","4","3","4","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130121,"2013-01-21 00:00:00","01/21/2013","21","21st","Monday","2","3","3","3","21","4","3","4","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130122,"2013-01-22 00:00:00","01/22/2013","22","22nd","Tuesday","3","4","4","4","22","4","4","4","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130123,"2013-01-23 00:00:00","01/23/2013","23","23rd","Wednesday","4","4","4","4","23","4","4","4","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130124,"2013-01-24 00:00:00","01/24/2013","24","24th","Thursday","5","4","4","4","24","4","4","4","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130125,"2013-01-25 00:00:00","01/25/2013","25","25th","Friday","6","4","4","4","25","4","4","4","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130126,"2013-01-26 00:00:00","01/26/2013","26","26th","Saturday","7","4","4","4","26","4","4","4","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130127,"2013-01-27 00:00:00","01/27/2013","27","27th","Sunday","1","4","4","4","27","5","4","5","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130128,"2013-01-28 00:00:00","01/28/2013","28","28th","Monday","2","4","4","4","28","5","4","5","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130129,"2013-01-29 00:00:00","01/29/2013","29","29th","Tuesday","3","5","5","5","29","5","5","5","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130130,"2013-01-30 00:00:00","01/30/2013","30","30th","Wednesday","4","5","5","5","30","5","5","5","1","January","1","1","First","2013","CY 2013","Jan-2013","012013","2013-01-01","2013-01-31","2013-01-01","2013-03-31","2013-01-01","2013-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
